timestamp,outside temperature,humidity,servers,cpu,memory,num network devices,no of UPS,no of light,servers_power_kw_internal,storage_total_power_kw,network devices total power (Kw),IT power consumption,UPS_total_power(Kw),PDU_total_power(Kw),lights_total_power(Kw),cooling_power_kw_internal,cooling system ratio,fan speed,cooling temperature
2025-08-03 10:00:00,32.29301761168511,47.09532777353496,43,63,62,10,2,24,11.879537668036072,1.7449090223312398,1.0,14.529592528970296,0.66,0.0,0.864,8.071420167509958,0.7383803469420203,91.29911600819288,23.258568772534048
2025-08-03 10:30:00,30.94221955221204,43.376448537310466,43,66,81,10,2,24,13.697994021485625,1.7829773339050794,1.0,14.503561966707652,0.66,1.454327267261805,0.864,7.65206202648093,0.700017109340737,89.78863897791938,22.895599931287748
2025-08-03 11:00:00,29.368403080543583,43.84715527122774,45,74,71,10,2,30,13.673282765768253,1.783668939813873,1.0,14.503571817271327,0.66,0.0,1.0799999999999998,6.919480268041716,0.6329999101696253,88.78852717372915,23.627149487321418
2025-08-03 11:30:00,31.08053656256641,45.74888229099643,44,47,63,10,2,30,11.180022247224358,1.7602683299750939,1.0,14.426492947530285,0.66,0.9709532727683023,1.0799999999999998,6.6818948776467995,0.6112653976120572,86.8070366187881,22.934495465046126
2025-08-03 12:00:00,25.66932538017519,49.06016491910961,46,57,70,10,2,30,11.916291185667683,1.7436664318832782,1.0,14.350500997940141,0.66,0.0,1.0799999999999998,6.080890498899284,0.556285008475635,75.17598248998983,22.980256592464816
2025-08-03 12:30:00,29.157570343452047,52.49617992228892,44,60,63,10,2,29,12.120872687248484,1.7606466696375371,1.0,14.318615842708162,0.66,0.9360121840904274,1.044,6.362697902239031,0.5820649881979675,79.42795686515603,22.95315394437914
2025-08-03 13:00:00,29.287750682122034,48.41380318836509,44,63,69,10,2,27,12.880302894895475,1.7306236641505683,1.0,14.276222150923564,0.66,0.5650767627292989,0.9719999999999999,7.3503726850429825,0.6724183130971283,92.04583880097427,23.302225468554862
2025-08-03 13:30:00,26.905481540368058,43.925037755040165,45,64,67,10,2,30,12.55975414890285,1.7357152474886794,1.0,14.199787821473858,0.66,0.20484158554539048,1.0799999999999998,5.9451443309688905,0.5438668341652502,78.95873143158751,23.707001107134833
2025-08-03 14:00:00,28.15410932273144,53.03010018314933,44,52,73,10,2,26,11.727288740466195,1.7788278031178915,1.0,14.132623544071157,0.66,0.0,0.9359999999999999,6.772857130836176,0.6195867015058824,77.71840929230328,24.624283483852498
2025-08-03 14:30:00,25.604517514896166,55.555285092578366,44,67,75,10,2,30,13.130723948948974,1.7737832994455727,1.0,14.002971992123097,0.66,0.1577080309453826,1.0799999999999998,5.696836846017532,0.5211514553246457,81.72515477086206,23.175748179818765
